# Chapter 1. Numbers and linear algebra
Scalar|A scalar is one number. In this course, scalars are real numbers, which can lie anywhere on the number line.|x ∈ ℝ   means “x is a real number.”|A temperature reading is 24.5 °C. Its numerical value, 24.5, is a scalar.|One dial shows one number. Later, many dials will become a vector.|Which object is a scalar?|7.5 ~ (7.5, 2) ~ A table of 12 readings ~ A list of three temperatures|A scalar is a single number. A vector or matrix contains several scalar entries. The unit explains what a measured number means.
Active learning|Active learning selects examples to send for labeling, aiming to improve a model with a limited labeling budget. Useful selection can consider uncertainty, diversity, relevance, and label cost.|Simple binary uncertainty score: u(p) = 1 − abs(2p−1)|For predicted positive probabilities 0.5, 0.9, and 0.1, this score gives 1, 0.2, and 0.2. Pure uncertainty sampling selects the first case.|Ask the next question where its answer may teach the most, instead of reading every page in order.|Under pure binary uncertainty sampling, which probability is the highest-priority candidate?|0.5 ~ 0.9 ~ 0.1 ~ 0.99|A probability near 0.5 represents the most ambiguous binary prediction under this rule. Ambiguity alone can also select outliers or uninformative cases.
# Chapter 4. Neural networks and representations
Artificial neuron|An artificial neuron multiplies inputs by weights, adds a bias, then applies an output rule called an activation function. The bias shifts the sum by a constant.|a = φ(w · x + b)|With x = (2, 1), w = (3, −2), b = 1: z = 3×2 − 2×1 + 1 = 5. The activation max(0, z) gives a = 5.|A tiny decision station combines weighted signals, then applies one output rule.|Before activation, what is 2 × 3 + (−1) × 4 + 1?|3 ~ 11 ~ 1 ~ −3|The sum is 6 − 4 + 1 = 3. “Neuron” is a computational abstraction, not a detailed biological model.
Sigmoid|The logistic sigmoid maps a real input smoothly into the open interval (0, 1). Its slope becomes small at extreme inputs.|σ(z) = 1/(1 + e⁻ᶻ);   σ′(z) = σ(z)(1 − σ(z))|σ(−2) ≈ 0.119, σ(0) = 0.5, σ(2) ≈ 0.881. At zero, the slope is 0.5×(1−0.5) = 0.25.|A dimmer gradually opens from almost off to almost fully on.|What is σ(0)?|0.5 ~ 0 ~ 1 ~ Undefined|Since e⁰ = 1, the output is 1/(1 + 1). A sigmoid output can model a binary probability, but training and calibration determine how reliable it is.
ReLU|The rectified linear unit keeps positive inputs and sets negative inputs to zero. It is a piecewise-linear activation.|ReLU(z) = max(0, z)|ReLU(−3) = 0; ReLU(2) = 2. Its slope is 0 below zero and 1 above zero.|A one-way gate blocks negative signals and lets positive ones pass unchanged.|What is ReLU(−2) + ReLU(3)?|3 ~ 1 ~ 5 ~ 0|The two outputs are 0 and 3. At zero the ordinary derivative is undefined; software chooses a convention, often zero.
Forward pass|A forward pass computes a model’s output using its current weights. Intermediate results follow a computation graph: the sequence of calculations connecting input to output.|Example model: ŷ = wx;   training loss: L = (ŷ − y)²|With x = 2 and w = 1, predict ŷ = 2. If the target is y = 6, the loss is (2−6)² = 16. The weight is still 1.|Run ingredients through the workshop to see the current product before changing the machines.|During an ordinary forward pass, what happens to the weights?|They stay fixed while outputs are calculated ~ They are replaced by the targets ~ They all become zero ~ They are differentiated and updated automatically|Forward computation produces predictions and intermediate values. Training also needs a loss, a backward pass, and an optimizer update.
Backpropagation|Backpropagation applies the chain rule backward through a model to compute how its loss changes with each weight. It calculates gradients; a separate update changes the weights.|∂L/∂w = (∂L/∂ŷ)(∂ŷ/∂w) = 2(ŷ − y)x|For ŷ = wx, x = 2, w = 1, y = 6: ŷ = 2. The local derivatives are 2(2−6) = −8 and x = 2. Multiply: ∂L/∂w = −16.|Trace a faulty product backward through the workshop to measure each station's contribution.|In this example, does the negative weight gradient suggest increasing or decreasing w?|Increasing w to reduce loss locally ~ Decreasing w to reduce loss locally ~ Setting w equal to the gradient ~ Backpropagation already changed w|Gradient descent subtracts the negative gradient, so w increases for a positive step size. Backpropagation calculates derivatives; the optimizer performs the update.
Mini-batch gradient descent|Mini-batch stochastic gradient descent estimates a training gradient using a subset B of examples, then updates the parameters.|gᴮ = Σᵢ∈B ∇ℓᵢ / size(B);   θ⁺ = θ − ηgᴮ|Two examples give gradients 2 and 6, averaging to 4. With θ = 1 and η = 0.1, the update is θ⁺ = 1 − 0.1×4 = 0.6.|Taste a small spoonful of soup before adjusting the whole pot.|Batch gradients are 2 and 6. What is their average?|4 ~ 8 ~ 3 ~ 12|Average the example gradients. Random mini-batches trade computation for sampling noise, which is why individual updates may not decrease the full training loss.
Epoch|An epoch is one pass through a training dataset. A step is one parameter update, often using a mini-batch.|steps per epoch = ceiling(N / B)|With 100 examples and batch size 20, one epoch contains 5 steps; three epochs contain 15.|An epoch is one complete lap; mini-batches are the strides within it.|With 120 examples and batches of 30, how many steps in two epochs?|8 ~ 4 ~ 60 ~ 240|There are 4 steps per epoch and 8 in two epochs. The formula assumes the final partial batch is kept and no gradient accumulation is used.
Deep neural network|A deep neural network passes data through multiple hidden layers before producing its output. Each layer learns weights and biases, usually followed by a nonlinear activation.|h₀ = x;   hₗ = φₗ(Wₗhₗ₋₁ + bₗ)|At x = 2: h₁ = ReLU(2x−1) = 3; h₂ = ReLU(h₁−1) = 2; output y = 3h₂ = 6. These are two hidden layers and an output layer.|A workshop has successive stations: each transforms what the previous station produced.|Why include nonlinear activations between linear layers?|Otherwise their composition remains linear ~ They remove all need for data ~ They guarantee correct answers ~ They make every weight positive|A stack of linear maps collapses to one linear map. Biases make it affine, still affine without nonlinearities. Depth alone does not guarantee useful learning.
Convolutional neural networks|A convolutional neural network applies shared filters across local neighborhoods of an image or signal. Learned filters detect patterns, while stacked layers expand the region influencing an output. Stride is the step between filter positions. Padding supplies extra boundary values, such as zeros, according to a stated rule.|One-dimensional shared filter: yᵢ = Σⱼ wⱼxᵢ₊ⱼ + b|For input (1,2,3), filter (1,−1), zero bias, stride 1, and no padding, the outputs are 1−2=−1 and 2−3=−1. This is the cross-correlation convention commonly used in CNNs.|Slide the same stencil over an image, checking for a pattern at each position.|For input (1,2,3) and filter (1,−1), with stride 1 and no padding, what is the output?|(-1,-1) ~ (1,1) ~ (1,−2,3) ~ (0,0,0)|Use the same filter at each valid position without reversing it in this stated convention. Each output uses two neighboring values.
Graph neural networks|A graph connects objects called nodes through relationships called edges. A graph neural network updates their representations using these connections. Message passing combines information from neighboring nodes with the node's own representation.|Example: h′ᵥ = hᵥ + mean{hᵤ : u is a neighbor of v}|A node has value 1 and neighbors with values 2 and 4. Under this toy update, its new value is 1+(2+4)/2 = 4.|Each person updates a notebook after collecting messages from their contacts.|A node has value 1 and neighbors 2 and 4. For self plus neighbor mean, what is its new value?|4 ~ 7 ~ 3 ~ 2|The neighbor mean is 3; add the node's own value 1. This is a teaching update, not a universal formula for every graph network.
Softmax|Softmax converts a vector of real scores, called logits, into positive numbers that sum to one.|pᵢ = exp(zᵢ) / Σⱼ exp(zⱼ)|Logits (0, ln 3) give exponentials (1, 3), so probabilities are (0.25, 0.75).|Convert competing bids into shares of one whole budget.|Equal logits (2, 2) produce which probabilities?|(0.5, 0.5) ~ (2, 2) ~ (0, 1) ~ (0.25, 0.75)|Equal exponentials get equal shares. Softmax creates normalized scores; it does not prove that the underlying model is well calibrated.
Cross-entropy|Cross-entropy scores predicted probabilities against target probabilities. It is the average negative log probability of the target outcomes. Lower scores reward better predictions.|H(q, p) = −Σᵢ qᵢ ln pᵢ|The correct class is cat. Predicting p(cat) = 0.9 gives −ln(0.9) ≈ 0.105. Predicting 0.1 gives −ln(0.1) ≈ 2.303, a much larger loss.|A confident wrong answer pays a much bigger surprise bill than a cautious one.|Which correct-class probability gives the smaller cross-entropy loss?|0.9 ~ 0.5 ~ 0.1 ~ 0.01|For a one-hot target, loss is −ln pcorrect. Higher probability for the true class reduces it. Confident mistakes are penalized heavily.
KL divergence|Kullback–Leibler divergence measures how one probability distribution differs from another. For discrete distributions it is nonnegative and generally depends on which distribution comes first.|D_KL(P ∥ Q) = Σᵢ pᵢ ln(pᵢ/qᵢ);  0 ln(0/q) is treated as 0|For P = (1,0) and Q = (0.5,0.5), KL = ln(2) ≈ 0.693 nats. For P = Q, every nonzero term has ln(1) = 0.|Compare the coding cost of using a probability map designed for a different landscape.|What is D_KL(P ∥ P) for a valid probability distribution P?|0 ~ 1 ~ −1 ~ Always infinity|Identical distributions have zero KL divergence. If Q assigns zero probability where P is positive, D_KL(P ∥ Q) is infinite.
Self-supervised learning|Self-supervised learning constructs prediction targets from the data themselves, without requiring a separately supplied label for every example.|L = ℓ(f_θ(mask(x)), xhidden)|Hide the middle value in (2, 4, 6). The model sees (2, ?, 6) and predicts 5. The hidden target is 4, so squared error = (5−4)² = 1.|Cover a word in your own book, guess it, then uncover the answer.|Which task is self-supervised?|Hide a measured value and predict it from the remaining data ~ Ask an expert to label every sample ~ Choose actions using only rewards ~ Copy files without a learning objective|The original data provide the answer to the constructed task. This is still prediction with a loss; it does not mean learning without any target signal.
Embedding|An embedding represents an object as a vector. Learned embeddings adjust these coordinates so distances or directions can capture relationships useful to a task.|f: objects → ℝᵈ;   z = f(x)|Toy word vectors: cat = (1, 0), dog = (0.9, 0.1), rock = (0, 1). Cat is closer to dog (distance ≈ 0.14) than rock (≈ 1.41).|A map gives complicated places compact coordinates, while preserving only some relationships.|What is an embedding of a well-log window?|A vector representing that window ~ Necessarily an English sentence ~ A guarantee of rock type ~ The original file's name only|Embeddings encode patterns useful under their training objective. Nearby vectors need not imply the same geology, and coordinates need not have individual human meanings.
Cosine similarity|Cosine similarity compares directions of two nonzero vectors by dividing their dot product by their lengths. It ranges from −1 to 1: 1 for the same direction, −1 for opposite directions, and 0 for perpendicular directions.|cos(x, y) = (x · y)/(‖x‖₂‖y‖₂)|For x = (1, 0), y = (2, 0), similarity = 2/(1 × 2) = 1, despite different lengths.|Two arrows can point the same way even when one is twice as long.|What is the cosine similarity of (1, 0) and (0, 1)?|0 ~ 1 ~ −1 ~ 2|Their dot product is zero, so their directions are perpendicular. Cosine ignores length and is undefined for a zero vector without a software convention.
Contrastive learning|Contrastive learning trains representations to distinguish related examples from alternatives. In one common setup, two valid views of the same item form a positive pair and other items supply negative comparisons.|Example loss: −ln[exp(s⁺/τ) / (exp(s⁺/τ)+Σⱼ exp(sⱼ⁻/τ))]; s is similarity and τ > 0 is temperature|If the positive pair receives normalized probability 0.8 among the comparisons, its loss is −ln(0.8) ≈ 0.223. Assigning it probability 0.2 gives a larger loss, about 1.609.|Teach a matching game by showing which two views belong together and which alternatives compete.|If the positive pair has normalized probability 0.8, what is its contrastive loss using natural logs?|About 0.223 ~ About 0.8 ~ About −0.223 ~ About 1.609|Compute −ln(0.8). The training setup must define meaningful positive pairs; transformations that change the important label can teach an unwanted relationship.
Principal component analysis|PCA subtracts the data’s mean, then finds perpendicular directions that preserve the most variance. Projecting onto the leading directions gives fewer coordinates per example.|First direction: maximize E[(u · x)²], with ‖u‖₂ = 1\nx is centered: its mean is zero|Points (−1, −1) and (1, 1) lie on a diagonal. Projecting onto u = (1, 1)/√2 gives −√2 and √2. One coordinate locates each point.|Rotate a flashlight until a one-dimensional shadow preserves the object's greatest spread.|What does the first principal component maximize?|Projected variance of centered data ~ Number of class labels ~ Prediction accuracy on every task ~ Number of original features|PCA uses variance, not labels or task importance. A low-variance feature can still be crucial, so PCA is a baseline rather than a universal answer.
Autoencoder|An autoencoder learns to reconstruct its input. Its encoder produces a code z; its decoder rebuilds the input from z. Training reduces the reconstruction error.|z = f_θ(x);   x̂ = g_φ(z);   L = MSE(x, x̂)\nTraining adjusts encoder weights θ and decoder weights φ.|With toy weights: x = (2, 5), encoder z = x₁ = 2, decoder x̂ = (z, 2z) = (2, 4). Reconstruction loss = (0² + 1²)/2 = 0.5.|Pack a suitcase, then unpack it and check which belongings survived.|What target does a basic autoencoder try to reconstruct?|Its input ~ A human preference score only ~ A randomly chosen class always ~ The training computer's name|The input supplies the reconstruction target. This can reveal structure, but copying inputs accurately does not by itself create useful scientific concepts.
Latent space and bottleneck|A latent vector encodes an input inside a model. Latent space contains its possible codes. A bottleneck limits the size or information capacity of that representation.|Undercomplete bottleneck: x ∈ ℝⁿ → z ∈ ℝᵈ,   d < n|Pairs (2, 4), (3, 6), (5, 10) can use one-number codes 2, 3, 5. Decoder (z, 2z) restores every pair. Input (2, 5) breaks that pattern.|A narrow doorway forces a traveler to choose what to carry through.|Does compressing 512 values to 16 guarantee that useful geology is preserved?|No, preservation depends on the objective and evaluation ~ Yes, all compression discovers meaning ~ Yes, 16 always suffices ~ No information can ever be lost|Fewer coordinates can encourage useful structure but may erase rare or task-critical details. Coordinate count alone is not a bit-rate or scientific-quality guarantee.
Bit and byte|A bit has two possible values, 0 or 1. A byte contains eight bits and can encode 256 different bit patterns.|n bits encode 2ⁿ patterns;   1 byte = 8 bits|Two bits have four patterns: 00, 01, 10, 11. An agreed binary encoding maps them to 0, 1, 2, 3. Eight bits give 2⁸ = 256 patterns.|Bits are tiny switches; eight switches form a byte-sized combination lock.|How many distinct patterns can 4 bits encode?|16 ~ 4 ~ 8 ~ 32|Each added bit doubles the number of patterns. A bit pattern gets its meaning from an agreed encoding, such as an integer or character representation.
Numerical precision|Numerical precision describes how finely a number format represents values. Limited bits require rounding and impose a finite range.|absolute rounding error = abs(x − rounded value)|Rounding 1.234 to two decimal places gives 1.23, an error of 0.004.|A ruler marked only in centimetres cannot record every millimetre exactly.|What is the rounding error when 2.718 becomes 2.72?|0.002 ~ 0.02 ~ 0.2 ~ 0|Precision affects memory, speed, and numerical behavior. FP32, FP16, and BF16 are floating-point formats; FP16 and BF16 have different precision-range tradeoffs despite both using 16 bits.
Rate-distortion tradeoff|Lossy compression balances representation size, or rate R, against reconstruction error, or distortion D.|Choose a code to minimize D + λR\nD = reconstruction error; R = bits per input|Code A: D = 1, R = 20 bits. Code B: D = 2, R = 5 bits. At λ = 0.1, scores are 3 and 2.5. B wins by accepting more error for fewer bits.|Packing lighter is useful only if the missing items are worth the saved luggage space.|Minimize D + 0.1R. Code A has distortion D = 1 and rate R = 20 bits; code B has D = 2 and R = 5 bits. Which code wins?|The code with D = 2 and R = 5 ~ The code with D = 1 and R = 20 ~ They tie ~ Always the larger code|A scores 1 + 0.1×20 = 3. B scores 2 + 0.1×5 = 2.5, so B wins under this objective.
Vector quantization|Vector quantization maps a vector to one of a finite set of codebook vectors. Nearest-neighbor quantization chooses the closest entry.|k* = arg minₖ ‖z − eₖ‖₂²;   zq = eₖ*|For z = (1, 2), codebook entries e₁ = (0, 2) and e₂ = (3, 2) are 1 and 2 units away. Choose e₁, and store its index 1.|Choose the nearest paint swatch instead of describing an infinitely precise color.|For z = 2.2 and codebook {0, 2, 5}, which representative is nearest?|2 ~ 0 ~ 5 ~ 2.2, which must already be a code|Distances are 2.2, 0.2, and 2.8. The representative is 2. A deterministic rule can break ties between equally near codes.
Token and vocabulary|A token is a discrete symbol identified within a vocabulary, a finite set of allowed symbols. It need not be a word.|token k ∈ V = {1, …, K};   embedding = E[k]|Codebook entry 6 is the vector (1, 2). Token 6 identifies that entry; a lookup retrieves (1, 2). A vocabulary of 8 entries needs 3 bits per fixed-length ID.|A coat-check ticket is a discrete ID; the numbered ticket is not the coat itself.|What does assigning token 6 to a pattern establish by itself?|A consistent symbolic ID ~ That an LLM understands the pattern ~ That token 6 means sandstone ~ That reconstruction is perfect|The ID is arbitrary until a system learns or is given its relationship to data and language. A token and its vector embedding are different objects.
Vector-quantized autoencoder|A VQ-VAE is an autoencoder whose decoder receives vectors selected from a learned codebook. Each continuous encoder output is replaced by its nearest codebook entry.|x → z → nearest code zq → x̂\nStraight-through estimate: ∂L/∂z ≈ ∂L/∂zq|For x = (2, 5), the encoder gives z = 1.9. Codebook {0, 2} selects 2. Decoder (zq, 2zq) gives (2, 4), with MSE = (0+1)/2 = 0.5.|Pack with a catalog of standard boxes, and improve both the packing method and box catalog.|How does a VQ-VAE train across nearest-code selection?|Use a gradient estimator such as straight-through ~ Ordinary exact derivatives of arg min everywhere ~ Never train the encoder ~ Assign English meanings automatically|Nearest-code selection is discrete. The original method uses a straight-through estimator plus reconstruction, codebook, and commitment losses. This is an approximation, not an exact derivative of selection.
Diffusion models|A diffusion model learns to reverse a gradual noising process to generate samples. A common training task predicts the noise added to a data example at a chosen noise level.|xₜ = √ᾱₜ x₀ + √(1−ᾱₜ) ε;  ε is sampled standard Gaussian noise; ᾱₜ controls the noise level|If ᾱₜ=0.64, x₀=2, and the sampled ε=1, then xₜ=0.8×2+0.6×1 = 2.2. A network learns denoising information across many noise levels.|Learn to clear progressively foggier pictures, then use those learned steps to shape a new picture from noise.|With ᾱ=0.64, x₀=2, and ε=1, what is √ᾱ x₀ + √(1−ᾱ) ε?|2.2 ~ 1.64 ~ 3 ~ 0.4|The two coefficients are √0.64=0.8 and √0.36=0.6. This computes one noised sample, not a complete generation procedure.
# Chapter 5. Language models
Sequence and autocorrelation|A sequence is an ordered list. Autocorrelation compares its values with the same sequence shifted by k positions, called the lag. It measures how values vary together across that gap.|rₖ = Σᵢ₌₁ⁿ⁻ᵏ (xᵢ−μ)(xᵢ₊ₖ−μ) / Σᵢ₌₁ⁿ (xᵢ−μ)²\nμ = sample mean; rₖ is a finite-sample estimate|For (1, 3, 1, 3), mean = 2 and deviations = (−1, 1, −1, 1). At lag 1: r₁ = (−1−1−1)/(1+1+1+1) = −0.75. Neighbors alternate.|Loud, soft, loud, soft: shift the rhythm by one beat and loud lines up with soft.|Why preserve the order of depth-indexed well-log tokens?|Nearby depths can carry meaningful dependencies ~ A sequence is just an unordered set ~ Shuffling always improves scientific meaning ~ Token IDs must increase with depth|Depth order can carry dependencies that disappear after shuffling. The displayed sample estimator uses regularly spaced observations and a nonzero denominator. It differs from the population autocorrelation and from estimators that adjust separately for the number of pairs at each lag. Nonstationary logs may need local analysis.
Autoregressive language model|An autoregressive language model assigns a sequence probability by predicting each next token conditioned on the previous tokens.|P(t₁, …, tₙ) = Πᵢ P(tᵢ ∣ t₁, …, tᵢ₋₁)|If P(A) = 0.5 and P(B given A) = 0.2, then P(A, B) = 0.1.|Write a sentence one tile at a time, choosing each tile from the tiles already placed.|P(A) = 0.4 and P(B given A) = 0.5. What is P(A, B)?|0.2 ~ 0.9 ~ 0.4 ~ 0.5|Multiply the conditional factors. A likely continuation is not necessarily a true statement about the physical world, which motivates retrieval and model tools.
Positional encoding|Positional encoding gives a model token order or location. The additive method adds a position vector to each embedding. Other methods alter attention.|Additive version: hᵢ = E[tokenᵢ] + pᵢ|The same token has vector (1, 2). At position 1, add (0.1, 0): (1.1, 2). At position 2, add (0, 0.1): (1, 2.1). Its position now changes the input.|Page numbers let you distinguish repeated words appearing in different places in a book.|Why might depth metadata be needed beyond token index?|Sampling intervals can differ between wells ~ Index always equals metres ~ Every token contains its absolute depth inherently ~ Position is irrelevant to geology|Position index says first, second, third. Physical depth adds units and spacing. The original Transformer uses sinusoidal encodings; modern models use several alternatives.
Scaled dot-product attention|Each query scores a set of keys. Softmax turns the scores into weights. Attention returns a weighted sum of the corresponding values, letting a token use information from other tokens. Here dₖ is the number of coordinates in each query and key. Dividing by √dₖ moderates the score scale as that dimension grows, helping softmax avoid excessively concentrated weights.|Attention(Q, K, V) = softmax(QKᵀ/√dₖ)V|q = 1, keys = (0, ln 3), values = (2, 6), dₖ = 1. Scores (0, ln 3) give weights (0.25, 0.75). Output = 0.25×2 + 0.75×6 = 5.|A question asks several reference cards how relevant they are, then blends their answers.|Attention weights are (0.25, 0.75) and values are (2, 6). Output?|5 ~ 8 ~ 4 ~ 6|Compute 0.25 × 2 + 0.75 × 6 = 5. dₖ is the key dimension. Attention weights are learned mixing weights, not proof of a causal explanation.
Multi-head attention|Multi-head attention runs several attention calculations using different learned matrix transformations. Their outputs are joined and mixed by another learned matrix.|MultiHead = Concat(head₁, …, headₕ)Wᴼ|For values (2, 6), weights (0.25, 0.75) give 5; weights (0.75, 0.25) give 3. Join the heads as (5, 3). Output weights (0.5, 0.5) give 4.|Several readers inspect the same passage with different questions, then combine their notes.|What makes attention heads different?|They use different learned projections ~ They must see different documents ~ Each is a separate human ~ Each has a guaranteed named meaning|Heads can learn different relationships because their projections differ. Their roles emerge through training and need not correspond to clean human categories.
Causal mask|A causal mask blocks attention to future tokens. It adds −∞ to their attention scores, so softmax assigns them zero weight. Each position can use only its present and past.|Mᵢⱼ = 0 if j ≤ i;   Mᵢⱼ = −∞ if j > i|At position 2, start with scores (0, 0, 0). Mask position 3: (0, 0, −∞). Softmax gives (0.5, 0.5, 0): the future contributes nothing.|Fold the exam paper so the answer to the next question remains hidden.|At position 3 of a four-token causal sequence, which position is hidden?|4 ~ 1 ~ 2 ~ 3|Future attention scores are masked before softmax. During training, known sequences can be processed in parallel while each prediction is prevented from seeing its future.
Transformer|A Transformer uses attention to mix information across tokens and feed-forward layers to transform each token. Residual additions and layer normalization help train many such layers.|One block: u = LN(h + Attention(h))\nh′ = LN(u + FFN(u));   LN normalizes each token’s features|Illustrating the first stage: h = (1, 3), attention output = (1, 1), sum = (2, 4). Mean 3 and standard deviation 1 give approximately (−1, 1).|Revise a shared notebook repeatedly, preserving the old notes while adding improvements.|Which components belong in a Transformer block?|Attention and a feed-forward network ~ Only a nearest-neighbor lookup ~ Only one sigmoid scalar ~ A mandatory physical robot|FFN means feed-forward network. The same FFN transforms each token separately. LN means layer normalization: center and rescale features within each token, with learned scale and shift. The example uses scale 1, shift 0 and neglects the small stabilizing constant. The formula shows a post-normalization block; other orderings exist. A causal decoder also applies its attention mask. The 2017 paper is Attention Is All You Need.
Mixture of experts|A mixture of experts routes inputs to selected model components called experts. A sparse mixture activates only some experts per input, while other shared components may still run.|Example mixture: y = Σᵢ∈selected gᵢ Eᵢ(x), with selected weights normalized|Two selected experts output 2 and 6. With routing weights 0.25 and 0.75, their combined output is 0.25×2+0.75×6 = 5.|A dispatcher sends each job to selected specialists and combines their reports.|Experts output 2 and 6 with weights 0.25 and 0.75. What is their combined output?|5 ~ 8 ~ 4 ~ 3|Take the weighted sum. This toy scalar mixture illustrates routing; real experts often transform vectors inside a larger network.
Fine-tuning|Fine-tuning continues optimization of some or all parameters of a pretrained model using a new dataset or objective.|θ⁺ = θ₀ − η∇Lnew(θ₀);   θ₀ is pretrained|A trainable weight starts at 0.5. With gradient 2 and η = 0.01, one update gives 0.48.|Teach an experienced musician a new repertoire without starting musical training from zero.|Which operation is fine-tuning?|Update model parameters on new examples ~ Put a document into a prompt only ~ Rename a model file ~ Read a stored vector without learning|Fine-tuning changes trainable parameters. Prompting and retrieval can change the model's input without changing its weights. Adapter methods update only a selected parameter subset.
Model distillation|Model distillation trains a student model using information from a teacher, such as output probabilities or intermediate representations. The student may be smaller or cheaper, and its quality must be evaluated separately.|Example objective: loss = supervised loss + λ × teacher–student matching loss|A teacher assigns probabilities (0.8,0.2); the student predicts (0.5,0.5). The unscaled soft-target cross-entropy is −0.8ln(0.5)−0.2ln(0.5) ≈ 0.693.|An apprentice learns from a tutor's demonstrations, but still needs an independent examination.|What is the student's soft-target cross-entropy for teacher (0.8,0.2) and student (0.5,0.5), using natural logs?|About 0.693 ~ 0 ~ About 0.2 ~ About 1.386|Both student probabilities are 0.5, so the weighted log losses sum to −ln(0.5). Teacher targets can carry more information than one hard class label.
Retrieval-augmented generation|Retrieval-augmented generation finds stored information relevant to a question and gives it to a language model as context for its answer.|c = Retrieve(q, D);   answer ~ P_θ(· ∣ q, c)|Question: “How deep is Well A?” Retrieve record 17: “Well A, total depth 2,400 m.” The answer reports 2,400 m and points to record 17.|An open-book exam lets you consult selected pages before composing an answer.|Does ordinary retrieval change the language model's weights?|No, it supplies context at inference time ~ Yes, it always retrains every layer ~ Yes, it replaces the tokenizer ~ It guarantees every answer is correct|Retrieval changes available evidence, not normally parameters. Irrelevant retrieval or unsupported generation can still produce an incorrect answer.
API and SDK|An application programming interface defines how software components interact. A software development kit supplies libraries and tools for developers to use those interfaces.|Example API contract: mean(list of numbers) → number|Calling mean([2, 4, 6]) returns 4. An SDK might provide a function that sends this request to a service and reads its response.|An API is a socket's specification; an SDK is the toolkit for building a compatible plug.|What is an SDK?|A toolkit of libraries and development resources ~ Necessarily a trained scientific model ~ A replacement for a dataset license ~ A GPU memory chip|An API specifies how software interacts, including inputs, outputs and errors. An SDK provides libraries and development tools that help use interfaces. The mean function is a teaching example, not documentation of a particular product.
Tool calling|Tool calling lets a model request a structured operation from external software, then use the returned result. The software defines the operation's semantics.|request = {tool, arguments};   result = tool(arguments)|A model requests mean([10, 20, 30]); the calculator returns 20, which the answer reports.|A coordinator asks a calculator to calculate instead of guessing the result from memory.|Who should compute an exact average in a grounded answer?|A defined numerical tool on the cited data ~ The token ID's numeric value ~ An unrelated retrieved paragraph ~ A guess from fluent wording|A tool can execute exact arithmetic or a computational model. Its inputs, units, implementation, and result still need to be checked and linked to the answer.
# Chapter 6. Reinforcement learning and control
State, observation and action|A state contains enough information to predict the system’s next-state distribution given an action. An observation is a measurement of the system. An action is an input we choose.|sₜ₊₁ = F(sₜ, aₜ);   oₜ = H(sₜ) + noise|In a simple tank model, state s = 10 litres. A noisy sensor reports observation o = 9.8 litres. Choosing to add 3 litres is action a = 3.|The whole room is the state; a keyhole view is the observation; turning the handle is an action.|A thermometer reads 29.8 °C. What is that reading?|An observation ~ Necessarily the complete system state ~ A reward definition ~ A control action|Measurements can be noisy and incomplete. A hidden-state problem may require a history or belief over states, rather than treating one reading as a complete Markov state.
Dynamical system|A dynamical system has a state that changes over time. Its transition rule describes how the next state depends on the current state, any chosen action, and disturbances.|sₜ₊₁ = F(sₜ, aₜ, ξₜ)\ns = state; a = action; ξ = disturbance; t = time step|A tank holds 10 litres. Add 3 and drain 2 during one step: next volume = 10 + 3 − 2 = 11.|The present is a frame in a movie; dynamics specify how the next frame can unfold.|A tank has 8 litres, receives 4, and drains 3. Next volume?|9 litres ~ 15 litres ~ 7 litres ~ 12 litres|Use conservation: 8 + 4 − 3 = 9. A model may use physical equations, learned relationships, or both to describe its dynamics.
Markov decision process|An MDP describes states, actions, rewards and transition probabilities. Given the current state and action, the next-state distribution does not depend on earlier history.|P(sₜ₊₁ ∣ history, aₜ) = P(sₜ₊₁ ∣ sₜ, aₜ)|In state “low,” choosing “fill” reaches “safe” with probability 0.9 and stays “low” with probability 0.1. Suppose reaching “safe” earns reward 1, otherwise 0.|A board-game position contains everything needed to determine the next move's possibilities.|What is the Markov assumption?|The current state and action suffice for the next-state distribution ~ The future is always deterministic ~ Rewards never change ~ Observations always reveal every state variable|An MDP can be stochastic. The key condition is conditional dependence on the current state, not the whole history. Observations may require a partially observable extension.
Reward and return|A reward scores one outcome. Return adds rewards over several steps. A discount factor γ gives less weight to later rewards when 0 ≤ γ < 1.|For H remaining steps: Gₜ = Σₖ₌₀ᴴ⁻¹ γᵏrₜ₊ₖ\nrₜ is the reward from action aₜ; 0 ≤ γ ≤ 1|For three rewards (2, 0, 10) and γ = 0.5, return = 2 + 0 + 0.25 × 10 = 4.5.|Immediate reward is one coin; return is the discounted value of the entire trail of coins.|Rewards are (1, 4), γ = 0.5. What is the two-step return?|3 ~ 5 ~ 2.5 ~ 1|The return is 1 + 0.5 × 4 = 3. Finite horizons permit γ = 1; infinite-horizon convergence needs appropriate assumptions, often γ < 1.
Policy|A policy specifies how an agent chooses actions. A stochastic policy gives an action probability for each state or available information.|π(a ∣ s) ≥ 0;   Σₐ π(a ∣ s) = 1|In a low tank, π(fill) = 0.8 and π(wait) = 0.2. A deterministic policy might always fill.|A playbook says what to do when a particular situation appears.|What does a policy map a state to?|An action or distribution over actions ~ Necessarily the next state ~ A matrix size only ~ A training loss value only|The policy chooses behavior. The environment transition rule determines what happens next, and the reward rule assigns the resulting feedback.
